id;nickname;male;female;skin;hair;height;tattoo;age;weapon;arrested;convicted;rape;extortion;kidnapping;theft;homicide;arms_trafficking;drug_trafficking;faction;Dc;Bc;Cc;CC;key;scores
HDMD;1;1;0;3;0;3;0;42;1;1;1;0;0;0;1;1;0;1;0;0.0002467917077986;0.0;0.0606187541140566;0.0;0;0.3701790811832099
JJIP;1;1;0;3;1;2;0;40;0;0;0;0;0;0;1;0;0;1;0;0.0014807502467917;0.0;0.051429151647459;1.0;0;0.0946084599812812
URQM;0;1;0;3;1;3;0;34;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0474223184504652;0.0;1;0.2974160082717905
C2SC;1;1;0;1;2;1;0;26;1;1;1;0;0;0;1;0;0;0;0;0.001233958538993;0.0011312897358514;0.0605517200155414;0.5;1;0.24303069683441225
Z4A3;1;1;0;3;1;2;0;22;1;0;0;0;0;0;1;0;0;1;0;0.001233958538993;0.0;0.0607468929433458;1.0;1;0.2974160082717905
CQQZ;0;1;0;2;1;4;0;31;0;1;0;0;0;0;1;0;0;0;0;0.0004935834155972;0.0004935834155972;0.0727233569044115;0.0;1;0.2974160082717905
MIJ8;0;1;0;3;0;5;0;26;1;0;0;0;0;0;0;1;0;0;0;0.0071569595261599;0.0002644017500299;0.0543010680639498;0.8694581280788177;0;0.4261532426614934
MXXJ;1;1;0;3;0;3;0;28;0;1;0;0;0;0;0;0;0;1;0;0.001233958538993;0.0001548965755098;0.0651960547698347;0.6;1;0.2974160082717905
GLCJ;0;1;0;2;1;5;0;38;1;0;0;0;0;0;1;1;0;1;0;0.0009871668311944;0.0;0.0763031033443808;1.0;1;0.24011576645429125
SQFG;1;1;0;2;1;2;0;31;0;0;0;0;0;0;0;0;0;1;0;0.0017275419545903;0.0004935834155972;0.0414259863208366;0.7142857142857143;0;0.5148906351970403
ANM2;0;1;0;2;1;2;0;33;1;1;1;0;0;0;1;0;0;0;0;0.0009871668311944;6.640408824993672e-06;0.0601365390323538;0.5;1;0.27165208530069196
VQTL;1;1;0;3;1;4;0;36;1;1;1;0;0;0;0;1;0;1;0;0.003208292201382;0.0097560692455029;0.0579097054494004;0.0769230769230769;0;0.603527999192172
MSPL;1;1;0;3;1;5;0;52;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.054797484616945;0.0;1;0.2974160082717905
K6SS;1;1;0;1;2;2;0;29;1;1;1;0;0;0;0;0;1;1;0;0.0029615004935834;0.0327671936212064;0.0693479377032346;0.2121212121212121;0;0.45960928443082416
E4BB;1;1;0;1;0;3;0;26;1;1;1;0;0;0;0;0;0;1;0;0.001233958538993;0.0251933831996466;0.0742804766269477;0.4;1;0.2415642909958783
PNB9;1;1;0;3;0;2;0;37;0;1;1;0;0;0;0;0;0;1;0;0.0017275419545903;8.047188741119809e-06;0.0726646701217653;0.7142857142857143;0;0.7399571008324051
DOXG;0;1;0;1;2;3;0;39;1;1;0;0;0;1;1;0;0;1;0;0.0019743336623889;5.178300459857449e-07;0.0606841190918349;0.6785714285714286;0;0.4283661862097067
OPV4;0;1;0;4;1;5;0;25;1;0;0;0;0;0;1;1;0;1;0;0.001233958538993;0.0734230109252954;0.0863248045335435;0.3;0;0.7468219602342555
H5Q9;1;1;0;1;0;2;0;35;1;1;1;0;0;0;1;0;0;0;0;0.0017275419545903;0.0087622346370753;0.0757298246925578;0.2857142857142857;0;0.04187390059539035
BNPK;1;1;0;3;1;2;0;25;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0893593560480758;0.0;0;0.11924602512349805
LGEX;1;1;0;3;1;2;0;22;1;0;0;0;0;0;1;0;0;1;0;0.0037018756169792;0.0038354698362609;0.0519520482082184;0.2;0;0.9907469285799314
CJAH;1;1;0;1;1;4;0;40;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.063437392366221;0.0;1;0.2981331183958659
SRSR;0;1;0;2;1;3;0;26;0;1;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0003336792290168;0.0617908991094302;0.0;0;0.5091263437017214
AIDT;1;1;0;3;1;2;0;43;0;1;1;0;0;0;0;0;0;1;0;0.0022211253701875;0.0578043975956107;0.0843077691315384;0.1388888888888889;0;0.5337844284555536
PUZE;0;1;0;2;3;5;0;25;0;0;0;0;0;0;0;0;0;0;0;0.0004935834155972;0.0004370166073655;0.0587067704032106;0.0;1;0.26885011067933473
SVJ8;1;1;0;3;2;3;0;41;0;1;0;0;0;0;0;0;0;1;0;0.001233958538993;0.0074508792860854;0.0691278831718302;0.1;0;0.08941509245226109
KAFC;0;0;1;3;2;2;0;44;0;1;1;0;0;0;0;0;0;1;0;0.0024679170779861;0.0061482472550858;0.0697910745965311;0.1111111111111111;0;0.8143770875951352
TSKR;1;1;0;2;1;3;0;41;1;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0007094939196008;0.0609579973522686;0.3333333333333333;1;0.2974160082717905
JSON;0;1;0;3;1;2;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.082582643785921;1.0;0;0.09974673007821695
OKWI;1;1;0;1;2;2;0;30;0;0;0;0;0;0;0;0;0;1;0;0.001233958538993;1.438580184547822e-06;0.0542342028830324;0.9;0;0.016216224992129886
QHIH;0;0;1;2;1;2;0;34;0;1;1;0;0;0;0;0;0;1;0;0.001233958538993;0.0011084698503927;0.0535766230331878;0.1;0;0.5134726566017475
VZGX;1;1;0;3;1;2;0;26;1;1;1;0;0;0;0;1;0;1;0;0.0004935834155972;0.0004935834155972;0.0428221170104836;0.0;0;0.39729111651710974
ZSBE;1;1;0;3;0;1;0;25;0;0;0;0;0;0;0;0;0;0;0;0.0014807502467917;2.818194662822734e-06;0.0594300464938912;0.9333333333333332;0;0.7358613476456322
MNH2;0;1;0;2;1;2;0;23;0;0;0;0;0;0;1;0;0;1;0;0.0009871668311944;0.0113202832870239;0.0733672527114378;0.1666666666666666;1;0.2981331183958659
QTOX;0;1;0;1;1;3;0;36;0;1;1;0;0;1;1;0;0;0;0;0.0004935834155972;0.0004935834155972;0.077369586802108;0.0;1;0.2974160082717905
KJV1;0;1;0;3;2;3;0;38;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;7.001091882707381e-06;0.0629231629293745;0.0;0;0.5368565195836538
V3DX;1;1;0;2;1;2;0;27;1;1;1;0;0;0;1;1;0;0;0;0.0004935834155972;0.0004935834155972;0.0475268892876831;0.0;1;0.13362389637093766
VJO7;1;1;0;2;1;2;0;25;1;0;0;0;0;0;1;1;0;1;0;0.0009871668311944;0.0085447023574527;0.068375491469938;0.3333333333333333;0;0.055324980777806086
XRFA;1;1;0;1;2;2;0;27;1;1;0;0;0;0;1;0;0;1;0;0.001233958538993;0.0005492762998872;0.0547027931905012;0.7;0;0.8941525707859067
BJJ6;0;1;0;2;1;5;0;23;0;0;0;0;0;0;0;1;0;1;0;0.0002467917077986;0.0;0.044841858303269;0.0;1;0.2505613861838286
KHTO;0;0;1;1;2;2;0;27;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0011870476241035;0.0588047484979537;0.0;1;0.25989739638187515
XSRC;0;1;0;4;3;5;0;23;0;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0710279063244986;1.0;0;0.018596200271220036
LEB9;0;1;0;1;0;4;0;46;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.0739429551634154;1.0;0;0.34640312716926136
H6EE;1;1;0;3;0;3;0;35;1;1;1;0;0;0;0;1;0;1;0;0.0017275419545903;0.0066089328810219;0.0516362524212457;0.5238095238095238;1;0.2533222235108523
NDH4;0;1;0;3;1;2;0;23;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.0445686127854283;1.0;0;0.04411327284367415
CYTQ;0;1;0;2;0;2;0;28;1;0;0;0;0;0;1;0;0;1;0;0.0004935834155972;0.0004935834155972;0.0819861198227545;0.0;1;0.2981331183958659
HQKI;0;1;0;1;2;3;0;29;0;0;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0492081997474011;0.0;0;0.42707326915962085
VFGC;0;1;0;3;0;1;0;40;0;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0554240927929529;0.0;1;0.23925766266507043
E8JE;0;1;0;3;0;2;0;36;0;1;1;0;0;0;0;0;0;1;0;0.001233958538993;0.0;0.0648558669590409;1.0;0;0.7568686133389532
SDP9;1;1;0;3;1;2;0;25;1;0;0;0;0;0;1;0;0;0;0;0.0024679170779861;0.0029827523800684;0.0545430071342038;0.2444444444444444;0;0.9009859901665834
M9A9;0;0;1;1;2;2;0;51;0;0;0;0;0;0;0;1;0;1;0;0.0017275419545903;0.0026421326263714;0.0645294857707069;0.238095238095238;1;0.2981331183958659
SUT6;0;1;0;1;1;2;0;27;0;0;0;0;0;0;0;0;0;0;0;0.0007403751233958;0.0002319516326135;0.0681569696052211;0.6666666666666666;0;0.011924686963670501
M2N4;0;1;0;1;2;2;0;25;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0009870449888307;0.0671372237134241;0.0;0;0.5200684744938784
XXNC;0;1;0;1;1;2;0;27;1;1;1;0;0;0;0;1;0;1;0;0.0037018756169792;0.0017820188879515;0.0732916108960677;0.7047619047619048;0;0.40885933191624374
OOC3;1;1;0;1;0;2;0;37;0;1;1;0;0;0;0;0;0;0;0;0.001233958538993;0.0;0.0605897481906812;1.0;0;0.7741878387657175
P9AI;0;1;0;4;3;5;0;25;1;1;0;0;0;0;0;0;0;0;0;0.0007403751233958;0.0103165147820374;0.0639823148586767;0.0;0;0.8905584508424081
ZRYC;0;1;0;3;0;5;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0618191804229091;0.0;1;0.24000349577423827
BZF6;1;1;0;4;3;5;0;46;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0009869231464669;0.0677818668450987;0.3333333333333333;1;0.2974160082717905
W7AI;0;1;0;4;2;2;0;24;0;0;0;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0611456509929377;0.0;0;0.03717261540825519
LCY6;0;1;0;3;0;4;0;29;1;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0541363830696879;0.0;1;0.2974160082717905
LLFM;0;1;0;1;2;3;0;33;1;1;1;0;0;0;1;1;0;1;0;0.001233958538993;0.0100497210320367;0.0694013873426393;0.1;1;0.25202192381126703
YCJW;1;1;0;1;2;2;0;32;0;1;1;0;0;0;0;0;0;1;0;0.001233958538993;0.002466454969621;0.0653306031633426;0.1;1;0.2498388278771037
XDOU;0;1;0;1;0;1;0;24;1;0;0;0;0;0;1;0;0;1;0;0.0004935834155972;0.0001400577971436;0.0639358747790962;0.0;1;0.2981331183958659
QSP6;1;1;0;3;1;3;0;30;0;1;1;0;0;0;0;0;0;1;0;0.0009871668311944;0.0119594517165347;0.0862182692512288;0.1666666666666666;1;0.2981331183958659
KKV9;0;1;0;2;1;2;0;37;1;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0637507866582756;0.0;1;0.2744978098379989
N2M0;1;1;0;1;2;3;0;30;1;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.001265895876238;0.053563874788494;0.0;0;0.05638462713996715
ZIZ9;1;1;0;3;3;2;0;26;1;1;1;0;0;0;1;0;0;0;0;0.0007403751233958;0.0001396507206014;0.0724762109179366;0.3333333333333333;0;0.3804605137961354
XSYK;0;1;0;1;0;2;0;25;0;1;1;0;0;0;1;0;0;0;0;0.0007403751233958;0.0;0.0467202435171626;1.0;0;0.741231317422596
HDAZ;1;1;0;3;0;1;0;25;1;0;0;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0545437413345179;0.0;1;0.2974160082717905
XKZ1;0;0;1;1;0;2;0;44;0;1;1;0;0;0;0;0;0;1;0;0.0017275419545903;0.0003571040617214;0.0611622641509434;0.5238095238095238;1;0.28043333202582077
W6GN;1;1;0;3;1;3;0;36;1;1;0;0;0;0;1;0;0;0;0;0.0009871668311944;0.0009869231464669;0.0397871212269986;0.3333333333333333;1;0.269403401774389
WUP6;1;1;0;1;0;3;0;37;1;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.003228368549701;0.0719102718818769;0.3333333333333333;0;0.1063153076980357
GWEJ;0;1;0;2;1;3;0;32;1;1;1;0;0;0;1;0;0;0;0;0.0014807502467917;0.0269035106150478;0.0608417543806964;0.1333333333333333;0;0.3086327114457758
Y3XN;1;1;0;1;0;5;0;39;0;1;1;0;0;0;0;1;0;0;0;0.0004935834155972;6.092118188067588e-08;0.0572219397842173;0.0;0;0.10464369509150008
OGVA;0;1;0;3;1;2;0;26;1;1;1;0;0;0;1;0;0;0;0;0.0017275419545903;0.0042259840760065;0.0546224151411393;0.6666666666666666;0;0.8241844366427076
OYP5;0;1;0;4;1;2;0;32;0;0;0;0;0;0;0;0;0;0;0;0.001233958538993;7.523702868948608e-06;0.0825876933738254;0.7;1;0.2981331183958659
B4P8;1;1;0;3;0;2;0;26;1;0;0;0;0;0;1;0;0;0;0;0.001233958538993;0.0033664623412841;0.0534071437986028;0.3;1;0.16535551296049847
IVJ6;1;1;0;3;3;5;0;31;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.0730972525391012;1.0;1;0.2974160082717905
O3MB;0;1;0;1;2;3;0;39;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0670206255478919;1.0;1;0.2981331183958659
LHJG;0;1;0;1;2;2;0;29;1;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0671049798784426;0.0;0;0.01718611476076701
Y6TU;0;1;0;3;0;4;0;22;0;0;0;0;0;0;0;0;0;0;0;0.0014807502467917;0.0002461215747979;0.0638663409252108;0.8666666666666667;1;0.2394098221394231
O3CD;0;1;0;3;0;5;0;39;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.049245278432707;1.0;0;0.026074160632487638
WZIA;1;1;0;3;3;4;0;26;0;1;1;0;0;0;0;0;0;1;0;0.0009871668311944;0.0014800191926091;0.0798423645320197;0.5;0;0.5257862045312136
HLRX;1;1;0;3;0;3;0;29;0;1;1;0;0;0;1;1;0;1;0;0.0004935834155972;0.0;0.044868174822;1.0;0;0.5274164523548489
QKY6;1;1;0;1;0;5;0;44;0;1;1;0;0;0;1;1;0;0;0;0.001233958538993;0.0001234263144902;0.0520836011208514;0.6;0;0.0053065049243929685
V5WF;1;1;0;1;3;5;0;32;1;1;1;0;0;0;0;1;0;0;0;0.0002467917077986;0.0;0.0610949444385808;0.0;1;0.2974160082717905
Q8HM;0;1;0;3;0;4;0;34;1;1;1;0;0;0;1;0;0;0;0;0.003208292201382;0.000636265610226;0.0414331874514295;0.6794871794871795;0;0.7330259784914818
PYJ8;1;1;0;0;0;5;0;49;0;1;1;0;0;0;0;0;0;1;0;0.0074037512339585;0.0003870998260224;0.0543017957652104;0.8183908045977012;1;0.2974160082717905
PGGZ;1;1;0;3;2;2;0;25;1;0;0;0;0;0;0;0;0;1;0;0.0014807502467917;0.0;0.0414255628028707;1.0;1;0.2974160082717905
ZGA3;0;1;0;1;0;2;0;33;0;0;0;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0686849510119673;0.0;1;0.2974160082717905
LNGP;0;1;0;1;2;2;0;30;1;1;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.0717790650298488;1.0;0;0.06652345070366093
NNX1;0;1;0;3;1;2;0;40;1;1;1;0;0;0;1;1;0;1;0;0.0022211253701875;0.0015209858488872;0.0804287415641127;0.3333333333333333;0;0.5363437839709966
HIW7;1;1;0;3;0;2;0;26;1;0;0;0;0;0;1;0;0;1;0;0.0044422507403751;0.0017975534218052;0.0522057307771593;0.2483660130718954;0;0.7626940457509341
I2MB;0;1;0;3;2;2;0;30;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0521097236332771;0.0;0;0.10617699564975608
X7JS;0;1;0;3;2;2;0;26;0;0;0;0;0;0;0;0;0;0;0;0.0002467917077986;0.0;0.0488151601672148;0.0;1;0.2981331183958659
U2KC;0;1;0;3;0;1;0;25;0;1;0;0;0;0;1;1;0;1;0;0.0004935834155972;0.0009869231464669;0.055285706489112;0.0;1;0.2974160082717905
LLXL;0;1;0;2;1;5;0;24;0;0;0;0;0;0;1;0;0;1;0;0.0007403751233958;0.0012327401153554;0.0609250015035785;0.3333333333333333;0;0.32940425025135284
XQD0;1;1;0;1;0;3;0;52;0;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.061199214620148;0.0;0;0.002235745416253277
IWZJ;0;1;0;1;0;3;0;40;0;0;0;0;0;0;1;0;0;0;0;0.001233958538993;0.0;0.0605897481906812;1.0;0;0.5150524740367062
DPBO;1;1;0;2;1;1;0;26;1;1;0;0;0;0;0;1;0;0;0;0.0004935834155972;0.0004935834155972;0.0546614685210916;0.0;0;0.507093933777549
JOCU;0;1;0;1;2;2;0;24;0;0;0;0;0;0;1;0;0;1;0;0.0009871668311944;0.0004935834155972;0.0669763136580769;0.5;1;0.2974160082717905
VSGB;1;1;0;1;2;2;0;25;1;0;0;0;0;0;1;0;0;0;0;0.0009871668311944;0.0012067380138226;0.061535657878751;0.1666666666666666;0;0.5664602178517846
PKLD;0;1;0;2;0;2;0;37;0;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0576075521055475;1.0;0;0.5295935617673525
P9WC;0;1;0;1;2;3;0;26;0;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0453710753795852;0.0;0;0.0759834912600685
DMYY;1;1;0;3;0;3;0;54;1;1;1;0;0;0;0;0;0;0;0;0.0004935834155972;0.0;0.0789832755058282;1.0;0;0.5114745778437206
BVTY;0;1;0;0;0;5;0;21;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0009869231464669;0.0591153127917833;0.3333333333333333;0;0.7266261746946497
ESMZ;1;1;0;3;0;3;0;27;1;1;1;0;0;0;0;0;0;1;0;0.0017275419545903;0.0364644593228821;0.0765814291924174;0.0;0;0.3908665029728662
K5DK;1;1;0;1;0;3;0;35;1;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0814325046725215;0.0;1;0.2974160082717905
H7CE;0;1;0;1;2;2;0;34;0;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.054334562520952;0.0;1;0.2974160082717905
O1MD;0;1;0;1;0;3;0;55;0;1;1;0;0;0;0;0;0;1;0;0.0017275419545903;1.015353031344598e-06;0.0615852268409453;0.7619047619047619;0;0.8592560935758384
SMUH;1;1;0;3;2;3;0;37;1;1;1;0;0;0;0;1;0;1;0;0.0014807502467917;0.0029593073310357;0.0818784351762043;0.0666666666666666;0;0.39866704285985094
VBA2;0;1;0;1;1;3;0;49;0;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.059540952772798;1.0;0;0.004694715980926806
P4N9;1;1;0;3;0;2;0;28;1;1;1;0;0;0;1;0;0;1;0;0.0007403751233958;0.0005506190590981;0.0545253922544877;0.0;1;0.2981331183958659
WTMD;1;1;0;3;1;2;0;21;1;0;0;0;0;0;1;0;0;1;0;0.0027147087857847;0.0021418775190736;0.0520347754619819;0.3636363636363636;0;0.5042871510624736
TIZQ;0;1;0;1;0;3;0;36;1;1;1;0;0;0;1;1;0;0;0;0.0002467917077986;0.0;0.0397863398923844;0.0;1;0.2974160082717905
R2JW;1;1;0;3;0;2;0;30;1;1;1;0;0;0;0;1;0;1;0;0.0014807502467917;0.0019286870538928;0.0833504751717612;0.2666666666666666;1;0.25017723792752805
T6UB;0;1;0;1;2;3;0;23;1;0;0;0;0;0;1;1;0;1;0;0.0029615004935834;0.0;0.0730563969421606;1.0;1;0.2974160082717905
V4JR;0;0;1;3;1;0;0;26;0;1;0;0;0;0;0;1;0;0;0;0.0004935834155972;0.0;0.0489797891886664;1.0;0;0.004761432893635605
MJLK;1;1;0;3;1;4;0;29;1;1;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.0611705741157289;1.0;0;0.03994061077121033
NWTE;1;1;0;1;2;2;0;37;0;1;1;0;0;0;0;0;0;0;0;0.0029615004935834;0.0001003023876399;0.0575094382468988;0.6515151515151515;0;0.47755675532406155
RBAW;0;1;0;2;1;2;0;36;1;1;1;0;0;0;1;0;0;0;0;0.0022211253701875;9.242613593896825e-08;0.0397902468723609;0.8888888888888888;0;0.3862473813783469
USZO;0;1;0;3;1;1;0;25;0;0;1;0;0;0;1;0;0;1;0;0.0007403751233958;8.73401922491476e-05;0.0615412654536617;0.0;0;0.5061823395263281
XWO7;0;0;1;3;2;2;0;22;0;0;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0559043059560436;0.0;1;0.2638266264340489
DFVP;1;1;0;4;2;3;0;31;1;1;1;0;0;0;1;0;0;1;0;0.0037018756169792;0.0026630945812783;0.0522751022409144;0.1904761904761904;0;0.7358407105449841
OCD9;1;1;0;3;1;1;0;27;1;1;0;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0605408635888241;0.0;1;0.2974160082717905
AGR9;0;1;0;3;1;2;0;23;0;0;0;0;0;0;0;0;0;1;0;0.0007403751233958;0.0002675369692191;0.067204033568846;0.3333333333333333;0;0.3952742158108538
VSKY;0;1;0;1;0;5;0;52;1;0;0;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0668845531676075;0.0;0;0.1217428999533297
FNJE;1;1;0;3;2;2;0;34;0;1;0;0;0;0;0;1;0;0;0;0.0004935834155972;0.0;0.0469748084257874;1.0;0;0.11452972931987876
EHAK;1;1;0;4;3;5;0;34;1;1;1;0;0;0;1;0;0;1;0;0.0017275419545903;0.0040951694140895;0.0772604202417724;0.4285714285714285;0;0.46357302041667126
P4XS;1;1;0;4;3;5;0;30;1;1;1;0;0;0;1;0;0;1;0;0.001233958538993;0.0019732980022969;0.0681409232321533;0.2;0;0.44029126054760415
CQOH;1;1;0;1;0;2;0;23;1;0;0;0;0;0;1;1;0;1;0;0.0019743336623889;0.0019736026082063;0.0576542735589988;0.2142857142857142;0;0.9488502978954179
ZCFC;0;1;0;1;0;3;0;36;1;1;0;0;0;0;1;0;0;0;0;0.0007403751233958;0.0;0.0698452097769503;1.0;0;0.04472042129953325
VCSB;1;1;0;3;1;2;0;23;1;0;0;0;0;0;1;1;0;1;0;0.0009871668311944;0.0029579061438524;0.0648683262627071;0.1666666666666666;0;0.026192504545125703
CXLU;1;1;0;3;1;2;0;25;1;1;1;0;0;0;0;1;0;1;0;0.0004935834155972;0.0073781643375686;0.0538579118761214;0.0;1;0.2981331183958659
S2R9;0;1;0;3;0;2;0;34;1;1;0;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0540987983978638;0.0;1;0.2974160082717905
NJAA;0;1;0;3;1;3;0;33;1;1;1;0;0;0;1;0;0;1;0;0.0002467917077986;0.0;0.0468076749800732;0.0;1;0.2974160082717905
RDEZ;1;1;0;3;2;3;0;38;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0447448044347269;1.0;0;0.5089400486719318
XDG3;1;1;0;1;2;4;0;34;1;1;1;0;0;0;0;0;0;1;0;0.0007403751233958;0.0;0.0762442374635431;1.0;0;0.5203943579610681
PBOH;1;1;0;3;0;3;0;50;0;1;0;0;0;0;0;0;0;1;0;0.0009871668311944;0.0;0.0627710992688065;1.0;1;0.2822640556276471
QLZ1;1;1;0;3;2;3;0;22;1;0;0;0;0;0;1;0;0;0;0;0.0017275419545903;0.0036975005275962;0.0547027931905012;0.3809523809523809;0;0.6011830569810489
JGIA;0;1;0;3;1;2;0;24;1;0;0;0;0;0;0;0;0;1;0;0.0004935834155972;0.0004935834155972;0.0563333286991338;0.0;0;0.44712170290967196
C7O8;0;0;1;2;1;3;0;24;0;0;0;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.0708626991483185;1.0;1;0.3005663897311186
PAVP;0;1;0;1;1;2;0;41;0;1;1;0;0;0;0;0;0;1;0;0.0004935834155972;0.0;0.0523453345218256;1.0;1;0.2693179715057578
KOYI;1;1;0;1;2;3;0;31;1;1;1;0;0;0;1;0;0;0;0;0.0002467917077986;0.0;0.0652800824861851;0.0;1;0.15438743371365152
UDAK;0;1;0;1;0;5;0;40;0;1;1;0;0;0;0;0;0;0;0;0.0004935834155972;0.0;0.0663609564362921;1.0;1;0.2981331183958659
M1ZL;1;1;0;1;2;1;0;22;1;0;0;0;0;0;1;0;0;1;0;0.0027147087857847;0.0449209498570819;0.0645963525060579;0.509090909090909;1;0.27021506699104414
THQD;1;1;0;2;1;3;0;29;1;1;1;0;0;0;1;0;0;0;0;0.0022211253701875;5.790679885526515e-05;0.0497373201747925;0.25;0;0.5822009375166222
FWRX;0;1;0;3;1;3;0;33;1;0;1;0;0;0;0;1;0;1;0;0.001233958538993;0.0004937458720822;0.0664392995343346;0.5;0;0.5299522902496611
BEOP;0;1;0;1;2;3;0;41;1;1;1;0;0;0;1;0;0;0;0;0.0004935834155972;0.0;0.0619060714394842;1.0;0;0.5444497744782624
FPCD;0;1;0;1;2;2;0;26;1;1;1;0;0;0;1;0;0;1;0;0.0019743336623889;0.0007563055519988;0.0648091871661175;0.2857142857142857;0;0.3157026621091402
IGBB;0;1;0;1;0;2;0;40;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.061325180857826;0.0;1;0.2974160082717905
HWFH;1;1;0;2;1;1;0;24;1;0;0;0;0;0;0;0;0;0;0;0.001233958538993;0.0005823997389586;0.0577430065694782;0.4;0;0.0020251743013946512
QRRJ;0;1;0;3;1;2;0;29;0;1;1;0;0;0;0;0;0;1;0;0.001233958538993;5.079719763484778e-05;0.0895588365308107;0.9;0;0.5056018669191028
OQIV;1;1;0;1;2;3;0;34;1;1;1;0;0;0;1;0;0;0;0;0.001233958538993;0.0001847674961848;0.0709731661178448;0.6;0;0.8107745705955521
VQJO;1;1;0;1;2;3;0;46;1;1;1;0;0;0;1;1;0;1;0;0.0002467917077986;0.0;0.0639479830818761;0.0;1;0.2981331183958659
FEGG;1;1;0;3;2;5;0;39;0;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0604271057026962;0.0;1;0.2974160082717905
HYTF;1;1;0;1;2;5;0;44;1;1;0;0;0;0;0;1;0;1;0;0.0017275419545903;0.0085724456996345;0.0516955423439054;0.1904761904761904;0;0.7552548489244333
J2P1;1;1;0;3;1;1;0;24;1;1;0;0;0;0;1;0;0;0;0;0.0019743336623889;0.0014843405351105;0.0601374315439528;0.1428571428571428;0;0.5281222169288162
QWOS;1;1;0;2;1;3;0;37;0;1;1;0;0;0;0;0;1;0;0;0.0002467917077986;0.0;0.0680974068534359;0.0;0;0.35920709435121684
F3Z7;1;1;0;3;1;3;0;31;0;1;1;0;0;0;0;1;0;1;0;0.0066633761105626;7.941339467981316e-05;0.0542996127199388;0.9401709401709402;0;0.4846799055919559
TJVI;0;1;0;2;0;3;0;23;1;0;1;0;0;0;0;1;0;1;0;0.0007403751233958;0.0009869231464669;0.0579370299408047;0.3333333333333333;0;0.5092393446787232
FWXV;0;1;0;1;2;3;0;39;1;1;1;0;0;0;1;0;0;0;0;0.001233958538993;0.0;0.0723261459374553;1.0;1;0.24482694275768682
GZWZ;0;1;0;3;2;2;0;24;1;0;0;0;0;0;1;0;0;0;0;0.0014807502467917;0.0;0.0780371311917417;1.0;1;0.2974160082717905
A3VP;1;1;0;3;1;2;0;75;1;1;1;0;0;0;0;0;0;1;0;0.0002467917077986;0.0;0.0669331659453566;0.0;0;0.012749039233746165
